,index,이름,제조회사,모델명,세부모델,가격,배기량,연식,색상,주행거리,변속기,연료,차종,압류/저당,구동방식,사고유무,전손이력,생산지,신차가격,감가상각률,감가상각액(1년),2023년(예상),2024년(예상),2025년(예상),2026년(예상),2027년(예상),2028년(예상),2029년(예상),2030년(예상),현재가_감가율적용,1년후_감가율적용,2년후_감가율적용,3년후_감가율적용,4년후_감가율적용,5년후_감가율적용,현재가치_잔존가치,1년후_잔존가치,2년후_잔존가치,3년후_잔존가치,4년후_잔존가치,5년후_잔존가치,현재가치_판매이득가치,1년후_판매이득가치,2년후_판매이득가치,3년후_판매이득가치,4년후_판매이득가치,5년후_판매이득가치
1118,1118,벤츠 A-클래스 W176 A200,벤츠,A클래스,A클래스 3세대,2120,1595,2017,검정색,31473,자동,휘발유,소형차,0,전륜,0,0,외제차,6130,11.8,723,1397,674,0,0,0,0,0,0,5407,4684,3961,3238,2515,1792,4469,3709,3065,2526,2084,1723,938,975,896,712,431,69
1130,1130,현대 더 뉴 아이오닉 하이브리드 Q,현대,아이오닉,더 뉴 아이오닉 하이브리드,2630,1580,2020,흰색,53383,자동,하이브리드,준중형차,0,전륜,0,0,국산차,2800,6.9,193,2437,2244,2051,1858,1665,1472,1279,1086,2607,2414,2221,2028,1835,1642,2030,1719,1450,1224,1030,871,577,695,771,804,805,771
1143,1143,쉐보레(GM대우) 리얼 뉴 콜로라도 가솔린 2WD 3.6 익스트림,쉐보레,콜로라도,리얼 뉴 콜로라도,3350,3649,2020,흰색,19498,자동,휘발유,SUV,0,후륜,0,0,국산차,4050,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1144,1144,기아 레이 럭셔리,기아,레이,레이 (11~17년),860,998,2012,은색,57478,자동,휘발유,경차,0,전륜,0,0,국산차,1500,8,120,740,620,500,380,260,140,20,0,1380,1260,1140,1020,900,780,1088,921,777,656,552,467,292,339,363,364,348,313
1157,1157,쌍용 코란도 스포츠 CX7 4WD 비전,쌍용,코란도,코란도 스포츠,1320,1998,2013,쥐색,62563,자동,경유,SUV,0,4륜,1,0,국산차,2500,8.5,213,1107,894,681,468,255,42,0,0,2287,2074,1861,1648,1435,1222,1813,1535,1295,1093,920,778,474,539,566,555,515,444
1160,1160,쉐보레(GM대우) 볼트 EV EV 프리미어,쉐보레,볼트,볼트EV,2770,0,2019,흰색,33142,자동,전기,소형차,0,전륜,0,0,국산차,4130,9.9,409,2361,1952,1543,1134,725,316,0,0,3721,3312,2903,2494,2085,1676,2994,2536,2139,1805,1520,1284,727,776,764,689,565,392
1173,1173,기아 스토닉 1.6 디젤 트렌디,기아,스토닉,스토닉 (17년~현재),1340,1585,2018,빨간색,48262,자동,경유,SUV,0,전륜,0,0,국산차,2000,9.6,192,1148,956,764,572,380,188,0,0,1808,1616,1424,1232,1040,848,1450,1228,1036,874,736,622,358,388,388,358,304,226
1196,1196,기아 쏘렌토 R 디젤 2.2 2WD TLX 최고급형,기아,쏘렌토,쏘렌토R (09~12년),930,2199,2011,은색,99007,자동,경유,SUV,0,전륜,0,0,국산차,3000,9.1,273,657,384,111,0,0,0,0,0,2727,2454,2181,1908,1635,1362,2175,1842,1554,1311,1104,933,552,612,627,597,531,429
1200,1200,쉐보레(GM대우) 콜로라도 가솔린 4WD 3.6 익스트림-X,쉐보레,콜로라도,콜로라도,3420,3649,2020,흰색,12354,자동,휘발유,SUV,0,4륜,0,0,국산차,4400,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1224,1224,쌍용 렉스턴 W 2.2 4WD RX7 럭셔리,쌍용,렉스턴,렉스턴W,1390,2157,2016,검정색,105589,자동,경유,SUV,0,4륜,1,0,국산차,3450,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1231,1231,제네시스 GV70 디젤 2.2 AWD,제네시스,제네시스,GV70,6490,2151,2021,진주색,12938,자동,경유,SUV,0,4륜,0,0,국산차,6484,13.6,882,5608,4726,3844,2962,2080,1198,316,0,5602,4720,3838,2956,2074,1192,4701,3981,3359,2834,2386,2017,901,739,479,122,0,0
1242,1242,현대 그랜저 TG Q270 럭셔리 기본형,현대,그랜저,그랜저TG,470,2656,2008,은색,76772,자동,휘발유,대형차,0,전륜,0,0,국산차,2498,10.4,260,210,0,0,0,0,0,0,0,2238,1978,1718,1458,1198,938,1811,1534,1294,1092,919,777,427,444,424,366,279,161
1243,1243,현대 그랜저 뉴 럭셔리 Q270 럭셔리 기본형,현대,그랜저,그랜저 뉴 럭셔리,410,2656,2009,은색,82279,자동,휘발유,대형차,0,전륜,0,0,국산차,3300,10.4,343,67,0,0,0,0,0,0,0,2957,2614,2271,1928,1585,1242,2393,2026,1709,1442,1214,1026,564,588,562,486,371,216
1245,1245,기아 더 뉴 카렌스 2.0 LPI 럭셔리,기아,카렌스,더 뉴 카렌스 (16~18년)0,1510,1999,2018,흰색,49550,자동,LPG,SUV,0,전륜,0,0,국산차,2200,9,198,1312,1114,916,718,520,322,124,0,2002,1804,1606,1408,1210,1012,1595,1351,1140,961,810,684,407,453,466,447,400,328
1246,1246,BMW 3시리즈 (G20) 가솔린 2WD M340i,BMW,3시리즈,3시리즈 7세대 (19년~현재),6090,2998,2020,청색,31056,자동,휘발유,준중형차,0,후륜,0,0,외제차,5180,9.3,482,5608,5126,4644,4162,3680,3198,2716,2234,4698,4216,3734,3252,2770,2288,3776,3134,2590,2134,1761,1456,922,1082,1144,1118,1009,832
1256,1256,기아 더 뉴 K9 3.3 GDI 이그제큐티브,기아,K9,더 뉴 K9 (14~18년),2590,3342,2017,검정색,80262,자동,휘발유,대형차,0,후륜,0,0,국산차,5500,13.8,759,1831,1072,313,0,0,0,0,0,4741,3982,3223,2464,1705,946,3988,3377,2849,2404,2024,1711,753,605,374,60,0,0
1266,1266,랜드로버 레인지로버 벨라 3.0 D300 R-다이나믹 SE,랜드로버,레인지로버 벨라,레인지로버 벨라,7300,2993,2019,흰색,35813,자동,경유,SUV,0,4륜,0,0,외제차,11000,11.2,1232,6068,4836,3604,2372,1140,0,0,0,9768,8536,7304,6072,4840,3608,8019,6655,5500,4532,3740,3091,1749,1881,1804,1540,1100,517
1275,1275,기아 더 뉴 프라이드 4DR 1.4 MPI 트렌디,기아,프라이드,더 뉴 프라이드 (15~17년),770,1396,2015,흰색,99367,자동,휘발유,소형차,0,전륜,0,0,국산차,1600,6.8,109,661,552,443,334,225,116,7,0,1491,1382,1273,1164,1055,946,1160,982,829,699,589,498,331,400,444,465,466,448
1285,1285,도요타 86 2.0,도요타,86,86,2690,1998,2017,청색,51757,수동,휘발유,스포츠카,0,전륜,0,0,외제차,4875,9,439,2251,1812,1373,934,495,56,0,0,4436,3997,3558,3119,2680,2241,3554,2949,2438,2009,1658,1370,882,1048,1120,1110,1022,871
1299,1299,도요타 벤자 3.5,도요타,벤자,벤자,1290,3500,2013,은색,89943,자동,휘발유,SUV,0,4륜,0,0,외제차,5000,8.2,410,880,470,60,0,0,0,0,0,4590,4180,3770,3360,2950,2540,3645,3025,2500,2060,1700,1405,945,1155,1270,1300,1250,1135
1346,1346,링컨 컨티넨탈 10세대 3.0 프레지덴셜 AWD,링컨,컨티넨탈,컨티넨탈 10세대,4320,2956,2019,검정색,62930,자동,휘발유,대형차,0,4륜,0,0,외제차,8900,13.8,1228,3092,1864,636,0,0,0,0,0,7672,6444,5216,3988,2760,1532,6488,5385,4450,3667,3026,2501,1184,1059,766,321,0,0
1349,1349,현대 더 뉴 싼타페 디젤 2.2 2WD 프리미엄 초이스,현대,싼타페,더 뉴 싼타페,3220,2151,2021,흰색,23243,자동,경유,SUV,0,전륜,0,0,국산차,3800,9.4,357,2863,2506,2149,1792,1435,1078,721,364,3443,3086,2729,2372,2015,1658,2755,2333,1968,1661,1398,1182,688,753,761,711,617,476
1362,1362,BMW X4 (G02) 가솔린 4WD xDrive M40i,BMW,X4,X4 2세대 (18년~현재),7400,2998,2020,빨간색,24833,자동,휘발유,SUV,0,4륜,0,0,외제차,8000,9.2,736,6664,5928,5192,4456,3720,2984,2248,1512,7264,6528,5792,5056,4320,3584,5832,4840,4000,3296,2720,2248,1432,1688,1792,1760,1600,1336
1375,1375,쉐보레(GM대우) 아베오 세단 LS 고급형,쉐보레,아베오,아베오,540,1598,2014,흰색,44599,수동,휘발유,소형차,0,전륜,0,0,국산차,1550,8.3,129,411,282,153,24,0,0,0,0,1421,1292,1163,1034,905,776,1124,952,803,677,570,482,297,340,360,357,335,294
1377,1377,기아 스팅어 마이스터 3.3 터보 2WD 마스터즈 터보 패키지,기아,스팅어,스팅어 마이스터 (20년~현재),4150,3342,2021,검정색,22395,자동,휘발유,중형차,0,후륜,0,0,국산차,4500,12.1,545,3605,3060,2515,1970,1425,880,335,0,3955,3410,2865,2320,1775,1230,3263,2763,2331,1967,1656,1400,692,647,534,353,119,0
1381,1381,랜드로버 디스커버리 5 2.0 SD4 HSE,랜드로버,디스커버리,디스커버리 5,4070,1999,2017,흰색,92632,자동,경유,SUV,0,4륜,0,0,외제차,10000,8.6,860,3210,2350,1490,630,0,0,0,0,9140,8280,7420,6560,5700,4840,7290,6050,5000,4120,3400,2810,1850,2230,2420,2440,2300,2030
1388,1388,볼보 XC90 2세대 D5 인스크립션,볼보,XC90,XC90 2세대,7220,1969,2019,흰색,67481,자동,경유,SUV,0,4륜,0,0,외제차,8720,6.9,602,6618,6016,5414,4812,4210,3608,3006,2404,8118,7516,6914,6312,5710,5108,6357,5276,4360,3593,2965,2450,1761,2240,2554,2719,2745,2658
1406,1406,볼보 S60 3세대 가솔린 2WD T5 인스크립션,볼보,S60,S60 3세대,4190,1969,2020,흰색,54931,자동,휘발유,중형차,0,전륜,0,0,외제차,5000,9.9,495,3695,3200,2705,2210,1715,1220,725,230,4505,4010,3515,3020,2525,2030,3645,3025,2500,2060,1700,1405,860,985,1015,960,825,625
1415,1415,푸조 3008 2세대 2.0 BlueHDi GT,푸조,3008,3008 2세대,2740,1997,2018,흰색,54408,자동,경유,SUV,0,전륜,0,0,외제차,3730,8.6,321,2419,2098,1777,1456,1135,814,493,172,3409,3088,2767,2446,2125,1804,2719,2257,1865,1537,1268,1048,690,831,902,909,857,756
1453,1453,폭스바겐 파사트 GT (B8) TDI 4모션 프레스티지,폭스바겐,파사트,파사트 GT 8세대,3190,1968,2018,검정색,36869,자동,경유,중형차,0,4륜,0,0,외제차,4800,9.2,442,2748,2306,1864,1422,980,538,96,0,4358,3916,3474,3032,2590,2148,3499,2904,2400,1978,1632,1349,859,1012,1074,1054,958,799
1468,1468,볼보 V60 크로스컨트리 2세대 가솔린 4WD B5 프로 AWD,볼보,V60,V60 크로스컨트리 2세대,5710,1969,2021,흰색,15499,자동,휘발유,SUV,0,4륜,0,0,외제차,5640,7.4,417,5293,4876,4459,4042,3625,3208,2791,2374,5223,4806,4389,3972,3555,3138,4112,3412,2820,2324,1918,1585,1111,1394,1569,1648,1637,1553
1486,1486,벤츠 CLS-클래스 W218 CLS400,벤츠,CLS클래스,CLS클래스 2세대,4200,2996,2015,쥐색,42957,자동,휘발유,대형차,0,4륜,0,0,외제차,8920,9.6,856,3344,2488,1632,776,0,0,0,0,8064,7208,6352,5496,4640,3784,6503,5397,4460,3675,3033,2507,1561,1811,1892,1821,1607,1277
1488,1488,기아 쏘렌토 4세대 하이브리드 가솔린 터보 1.6 2WD 시그니처,기아,쏘렌토,쏘렌토 4세대 하이브리드 (20년~현재),4390,1998,2021,흰색,16693,자동,하이브리드,SUV,0,전륜,0,0,국산차,4500,9.1,410,3980,3570,3160,2750,2340,1930,1520,1110,4090,3680,3270,2860,2450,2040,3263,2763,2331,1967,1656,1400,827,917,939,893,794,640
1495,1495,볼보 XC60 2세대 T8 R-디자인,볼보,XC60,XC60 2세대,6800,1969,2021,흰색,9528,자동,하이브리드,SUV,0,4륜,0,0,외제차,6590,7.3,481,6319,5838,5357,4876,4395,3914,3433,2952,6109,5628,5147,4666,4185,3704,4804,3987,3295,2715,2241,1852,1305,1641,1852,1951,1944,1852
1500,1500,기아 EV6 롱 레인지 2WD 어스,기아,EV6,EV6 (21년~현재),5380,0,2022,검정색,12071,자동,전기,SUV,0,후륜,0,0,국산차,5500,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1502,1502,쌍용 뷰티풀 코란도 가솔린 2WD C7,쌍용,코란도,뷰티풀 코란도,2530,1497,2021,흰색,3275,자동,휘발유,SUV,0,전륜,0,0,국산차,2700,8.5,230,2300,2070,1840,1610,1380,1150,920,690,2470,2240,2010,1780,1550,1320,1958,1658,1399,1180,994,840,512,582,611,600,556,480
1529,1529,아우디 A6 (C8) 디젤 4WD 40 TDI 콰트로 프리미엄,아우디,A6,A6 5세대,4680,1968,2020,검정색,68876,자동,경유,중형차,0,4륜,0,0,외제차,7000,10.2,714,3966,3252,2538,1824,1110,396,0,0,6286,5572,4858,4144,3430,2716,5103,4235,3500,2884,2380,1967,1183,1337,1358,1260,1050,749
1557,1557,현대 i40 1.7 VGT 스마트,현대,i40,i40,1220,1685,2013,흰색,60221,자동,경유,중형차,0,전륜,0,0,국산차,2700,6.8,184,1036,852,668,484,300,116,0,0,2516,2332,2148,1964,1780,1596,1958,1658,1399,1180,994,840,558,674,749,784,786,756
1598,1598,BMW X6 (F16) xDrive 30d,BMW,X6,X6 2세대 (14~19년),6660,2993,2019,검정색,30104,자동,경유,SUV,0,4륜,1,0,외제차,12500,10.3,1288,5372,4084,2796,1508,220,0,0,0,11212,9924,8636,7348,6060,4772,9113,7563,6250,5150,4250,3513,2099,2361,2386,2198,1810,1259
1629,1629,폭스바겐 뉴 제타 2.0 TDI 블루모션 프리미엄 6세대,폭스바겐,제타,제타 6세대,1290,1968,2016,흰색,87562,자동,경유,준중형차,0,전륜,0,0,외제차,3300,9.6,317,973,656,339,22,0,0,0,0,2983,2666,2349,2032,1715,1398,2406,1997,1650,1360,1122,927,577,669,699,672,593,471
1647,1647,푸조 508 2세대 2.0 BlueHDi GT,푸조,508,508 2세대,2970,1997,2021,쥐색,43090,자동,경유,중형차,0,전륜,1,0,외제차,4600,10.3,474,2496,2022,1548,1074,600,126,0,0,4126,3652,3178,2704,2230,1756,3353,2783,2300,1895,1564,1293,773,869,878,809,666,463
1657,1657,혼다 CR-V 5세대 1.5 투어링 4WD,혼다,CRV,CRV 5세대,3580,1498,2019,은색,14401,자동,휘발유,SUV,0,4륜,0,0,외제차,3900,5.5,215,3365,3150,2935,2720,2505,2290,2075,1860,3685,3470,3255,3040,2825,2610,2843,2360,1950,1607,1326,1096,842,1110,1305,1433,1499,1514
1713,1713,재규어 F-PACE 20d 체커 플래그 에디션,재규어,FPACE,FPACE,5140,1999,2020,흰색,21051,자동,경유,SUV,0,4륜,1,0,외제차,8110,13.7,1111,4029,2918,1807,696,0,0,0,0,6999,5888,4777,3666,2555,1444,5912,4907,4055,3341,2757,2279,1087,981,722,325,0,0
1740,1740,미니 쿠퍼 컨트리맨(1세대) D 기본형,미니,컨트리맨,쿠퍼 컨트리맨 1세대,1220,1995,2013,갈색,90805,자동,경유,SUV,0,후륜,1,0,외제차,4860,9.7,471,749,278,0,0,0,0,0,0,4389,3918,3447,2976,2505,2034,3543,2940,2430,2002,1652,1366,846,978,1017,974,853,668
1744,1744,도요타 뉴 캠리 2.5 XLE,도요타,캠리,캠리 7세대,1980,2494,2017,흰색,39359,자동,휘발유,중형차,0,전륜,0,0,외제차,3800,7.8,296,1684,1388,1092,796,500,204,0,0,3504,3208,2912,2616,2320,2024,2770,2299,1900,1566,1292,1068,734,909,1012,1050,1028,956
1787,1787,쌍용 뉴체어맨 W CW700 프레스티지,쌍용,체어맨,뉴 체어맨W,1220,3598,2012,검정색,97078,자동,휘발유,대형차,0,후륜,0,0,국산차,8390,8.5,713,507,0,0,0,0,0,0,0,7677,6964,6251,5538,4825,4112,6083,5151,4346,3666,3088,2609,1594,1813,1905,1872,1737,1503
1834,1834,기아 쏘울 1.6 GDI 디럭스 기본형,기아,쏘울,쏘울 (08~13년),760,1591,2013,빨간색,36411,자동,휘발유,준중형차,0,전륜,0,0,국산차,2000,8.3,166,594,428,262,96,0,0,0,0,1834,1668,1502,1336,1170,1004,1450,1228,1036,874,736,622,384,440,466,462,434,382
1852,1852,지프 글래디에이터 (JT) 가솔린 3.6  루비콘,지프,글래디에이터,글래디에이터,6090,3604,2021,흰색,13577,자동,휘발유,SUV,0,4륜,0,0,외제차,7070,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1934,1934,현대 i40 살룬 2.0 GDi PYL,현대,i40,i40 살룬,1060,1999,2014,은색,65062,자동,휘발유,중형차,0,전륜,0,0,국산차,2800,6.8,190,870,680,490,300,110,0,0,0,2610,2420,2230,2040,1850,1660,2030,1719,1450,1224,1030,871,580,701,780,816,820,789
1969,1969,기아 K8 하이브리드 시그니처,기아,K8,K8 하이브리드 (21년~현재),4550,1598,2022,쥐색,21935,자동,하이브리드,대형차,0,전륜,1,0,국산차,4000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1977,1977,현대 더 뉴 i40 살룬 1.7 VGT 디 스펙,현대,i40,더 뉴 i40 살룬,1530,1685,2016,흰색,82333,자동,경유,중형차,0,전륜,0,0,국산차,2800,6.8,190,1340,1150,960,770,580,390,200,10,2610,2420,2230,2040,1850,1660,2030,1719,1450,1224,1030,871,580,701,780,816,820,789
1993,1993,렉서스 UX250h 2.0 2WD,렉서스,UX,UX,3090,1987,2019,흰색,106071,자동,하이브리드,SUV,0,전륜,0,0,외제차,5000,8.5,425,2665,2240,1815,1390,965,540,115,0,4575,4150,3725,3300,2875,2450,3645,3025,2500,2060,1700,1405,930,1125,1225,1240,1175,1045
2013,2013,피아트 500X 2.0 디젤 크로스 AWD,피아트,500,500X,1340,1956,2016,흰색,89178,자동,경유,SUV,0,4륜,0,0,외제차,3580,7.7,276,1064,788,512,236,0,0,0,0,3304,3028,2752,2476,2200,1924,2610,2166,1790,1475,1217,1006,694,862,962,1001,983,918
2023,2023,쉐보레(GM대우) 트래버스 가솔린 4WD 3.6 AWD RS,쉐보레,트래버스,트래버스,3820,3564,2020,흰색,24367,자동,휘발유,SUV,0,4륜,0,0,국산차,5500,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2036,2036,BMW X4 (F26) xDrive 20d,BMW,X4,X4 1세대 (14~18년),3190,1995,2015,검정색,83007,자동,경유,SUV,0,4륜,0,0,외제차,7000,9.2,644,2546,1902,1258,614,0,0,0,0,6356,5712,5068,4424,3780,3136,5103,4235,3500,2884,2380,1967,1253,1477,1568,1540,1400,1169
2057,2057,볼보 V40 D3 모멘텀 2세대,볼보,V40,V40 2세대,1670,1969,2016,흰색,76847,자동,경유,중형차,0,전륜,0,0,외제차,4000,10.6,424,1246,822,398,0,0,0,0,0,3576,3152,2728,2304,1880,1456,2916,2420,2000,1648,1360,1124,660,732,728,656,520,332
2073,2073,BMW M3 (F80) M3 세단,BMW,M3,M3 5세대 (14년~현재),5690,2979,2015,청색,17147,자동,휘발유,스포츠카,0,후륜,0,0,외제차,12000,8.3,996,4694,3698,2702,1706,710,0,0,0,11004,10008,9012,8016,7020,6024,8748,7260,6000,4944,4080,3372,2256,2748,3012,3072,2940,2652
2111,2111,폭스바겐 뉴 티구안 2.0 TDI 컴포트 5N,폭스바겐,티구안,티구안 1세대,1550,1968,2016,흰색,103627,자동,경유,SUV,0,4륜,0,0,외제차,4290,9.2,395,1155,760,365,0,0,0,0,0,3895,3500,3105,2710,2315,1920,3127,2595,2145,1767,1459,1205,768,905,960,943,856,715
2136,2136,현대 제네시스 쿠페 200 터보 P,현대,제네시스,제네시스 쿠페,900,1998,2011,쥐색,40956,자동,휘발유,스포츠카,0,후륜,0,0,국산차,3200,13.6,435,465,30,0,0,0,0,0,0,2765,2330,1895,1460,1025,590,2320,1965,1658,1398,1178,995,445,365,237,62,0,0
2149,2149,볼보 V60 D3 1세대,볼보,V60,V60 1세대,2550,1969,2017,검정색,39819,자동,경유,중형차,0,전륜,0,0,외제차,5420,7.4,401,2149,1748,1347,946,545,144,0,0,5019,4618,4217,3816,3415,3014,3951,3279,2710,2233,1843,1523,1068,1339,1507,1583,1572,1491
2164,2164,벤츠 GLE-클래스 W167 가솔린 4WD GLE450 4MATIC,벤츠,GLE클래스,GLE클래스 2세대,8550,2999,2019,검정색,53418,자동,휘발유,SUV,0,4륜,0,0,외제차,5950,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2199,2199,벤츠 CLA-클래스 C118 가솔린 4WD CLA250 4MATIC,벤츠,CLA클래스,CLA클래스 2세대,4850,1991,2020,흰색,28751,자동,휘발유,준중형차,0,4륜,0,0,외제차,5560,9.2,512,4338,3826,3314,2802,2290,1778,1266,754,5048,4536,4024,3512,3000,2488,4053,3364,2780,2291,1890,1562,995,1172,1244,1221,1110,926
2202,2202,제네시스 GV60 스탠다드 2WD,제네시스,제네시스,GV60,7070,0,2022,은하색,1539,자동,전기,SUV,0,후륜,0,0,국산차,7143,13.6,971,6099,5128,4157,3186,2215,1244,273,0,6172,5201,4230,3259,2288,1317,5179,4386,3700,3121,2629,2221,993,815,530,138,0,0
2229,2229,벤츠 V-클래스 2.0,벤츠,V클래스,V클래스 3세대,5650,2000,2016,검정색,30948,자동,휘발유,SUV,0,후륜,0,0,외제차,5720,0.2,11,5639,5628,5617,5606,5595,5584,5573,5562,5709,5698,5687,5676,5665,5654,4170,3461,2860,2357,1945,1607,1539,2237,2827,3319,3720,4047
2248,2248,아우디 A4 (B9) 40 TFSI 프리미엄,아우디,A4,A4 5세대,3350,1984,2019,흰색,17283,자동,휘발유,준중형차,0,후륜,1,0,외제차,5500,9,495,2855,2360,1865,1370,875,380,0,0,5005,4510,4015,3520,3025,2530,4010,3328,2750,2266,1870,1546,995,1182,1265,1254,1155,984
2255,2255,마세라티 기블리 3.0 디젤 1세대,마세라티,기블리,기블리,4150,2987,2015,흰색,70559,자동,경유,중형차,0,후륜,0,0,외제차,14120,11.7,1652,2498,846,0,0,0,0,0,0,12468,10816,9164,7512,5860,4208,10293,8543,7060,5817,4801,3968,2175,2273,2104,1695,1059,240
2344,2344,닛산 알티마 (L34) 가솔린 2.5 스마트,닛산,알티마,알티마 6세대,2130,2488,2019,진주색,40266,자동,휘발유,중형차,0,전륜,0,0,외제차,3440,9.9,341,1789,1448,1107,766,425,84,0,0,3099,2758,2417,2076,1735,1394,2508,2081,1720,1417,1170,967,591,677,697,659,565,427
2383,2383,쉐보레(GM대우) 올 뉴 카마로 SS 6.2 V8,쉐보레,카마로,더 뉴 카마로SS,3350,6162,2018,검정색,27859,자동,휘발유,스포츠카,0,후륜,0,0,국산차,5100,9.1,464,2886,2422,1958,1494,1030,566,102,0,4636,4172,3708,3244,2780,2316,3698,3131,2642,2229,1877,1586,938,1041,1066,1015,903,730
2384,2384,렉서스 LS500h 5세대 3.5 럭셔리,렉서스,LS,LS 5세대,7140,3456,2018,은색,51290,자동,하이브리드,대형차,0,후륜,0,0,외제차,13000,10.9,1417,5723,4306,2889,1472,55,0,0,0,11583,10166,8749,7332,5915,4498,9477,7865,6500,5356,4420,3653,2106,2301,2249,1976,1495,845
2386,2386,미니 쿠퍼 컨버터블(2세대) S 하이게이트,미니,컨버터블,쿠퍼 컨버터블 2세대,1690,1598,2013,검정색,109401,자동,휘발유,소형차,0,전륜,0,0,외제차,4360,10.9,475,1215,740,265,0,0,0,0,0,3885,3410,2935,2460,1985,1510,3178,2638,2180,1796,1482,1225,707,772,755,664,503,285
2411,2411,랜드로버 레인지로버 이보크 2세대 5도어 디젤 2.0 D 180 SE,랜드로버,레인지로버 이보크,올 뉴 레인지로버 이보크,5550,1999,2020,흰색,11692,자동,경유,SUV,0,4륜,0,0,외제차,8000,11.3,904,4646,3742,2838,1934,1030,126,0,0,7096,6192,5288,4384,3480,2576,5832,4840,4000,3296,2720,2248,1264,1352,1288,1088,760,328
2433,2433,기아 K8 가솔린 2.5 시그니처,기아,K8,K8 (21년~현재),4390,2497,2022,검정색,16827,자동,휘발유,대형차,0,전륜,0,0,국산차,3500,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2460,2460,링컨 코세어 가솔린 4WD 2.0 리저브 AWD,링컨,코세어,코세어,4750,1999,2020,쥐색,17893,자동,휘발유,SUV,0,4륜,0,0,외제차,5850,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2480,2480,볼보 XC40 T4 R-디자인,볼보,C40,C40,4340,1969,2019,흰색,25566,자동,휘발유,SUV,0,4륜,0,0,외제차,6300,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2495,2495,지프 랭글러 (JL) 2.0 루비콘 하이 4도어,지프,랭글러,랭글러 4세대,5150,1995,2018,검정색,36430,자동,휘발유,SUV,0,4륜,0,0,외제차,6000,5.7,342,4808,4466,4124,3782,3440,3098,2756,2414,5658,5316,4974,4632,4290,3948,4374,3630,3000,2472,2040,1686,1284,1686,1974,2160,2250,2262
2501,2501,아우디 뉴 A4 (B8) 2.0 TFSI 콰트로 다이나믹 B8,아우디,A4,A4 4세대,1150,1984,2011,흰색,82346,자동,휘발유,준중형차,0,4륜,0,0,외제차,5000,9,450,700,250,0,0,0,0,0,0,4550,4100,3650,3200,2750,2300,3645,3025,2500,2060,1700,1405,905,1075,1150,1140,1050,895
2502,2502,쌍용 뉴코란도 C 2.2 RX 2WD 고급형,쌍용,코란도,뉴 코란도 C,1180,2157,2016,쥐색,71380,자동,경유,SUV,0,전륜,0,0,국산차,2800,8.5,238,942,704,466,228,0,0,0,0,2562,2324,2086,1848,1610,1372,2030,1719,1450,1224,1030,871,532,605,636,624,580,501
2551,2551,기아 더 뉴 K5 하이브리드 2세대 노블레스 스페셜,기아,K5,더 뉴 K5 하이브리드 (18~19년),2390,1999,2019,흰색,69741,자동,하이브리드,중형차,0,전륜,0,0,국산차,3000,9.8,294,2096,1802,1508,1214,920,626,332,38,2706,2412,2118,1824,1530,1236,2175,1842,1554,1311,1104,933,531,570,564,513,426,303
2567,2567,현대 더 럭셔리 그랜저 Q240 디럭스,현대,그랜저,더 럭셔리 그랜저,680,2359,2010,검정색,98709,자동,휘발유,대형차,0,전륜,0,0,국산차,3500,10.4,364,316,0,0,0,0,0,0,0,3136,2772,2408,2044,1680,1316,2538,2149,1813,1530,1288,1089,598,623,595,514,392,227
